Remove the first two lines,,
origin,destination,price
OLB,TRN,2955.38
OLB,VRN,4152.71
PMO,MUC,3604.29
PMO,STR,8477.44
STR,CTA,1143.15
STR,FLR,2998.71
STR,NAP,8791.87
STR,PMO,141.52
STR,VCE,3835.88
TFS,FUE,8369.28
TLV,MXP,8361.52
TRN,CAG,5360.11
TRN,CTA,7832.84
TRN,NAP,6394.78
TRN,OLB,1924.09
TXL,BRI,8961.89
TXL,CTA,3598.22
TXL,FCO,9120.79
TXL,MXP,9949.06
TXL,VCE,9345.94
VCE,DUS,2838.92
VCE,STR,6016.4
VCE,TXL,5534.41
VIE,FCO,9413.47
VIE,MXP,4343.43
VRN,CAG,3659.73
VRN,CTA,8424.86
VRN,DME,3270.92
VRN,KIV,3936.66
VRN,NAP,1599.83
VRN,OLB,1571.74
VRN,TFS,3086.27
ZNZ,MBA,6903.03
ZRH,BDS,4247.63
ZRH,CTA,3068.71
AMQ,SXK,8520.61
BDJ,BPN,7085.93
BDJ,PKN,8990.4
BDJ,SOC,6283.81
BDJ,SRG,5216.77
BEJ,BPN,5112.22
BPN,BDJ,1084.78
BPN,BEJ,8470.26
CGK,PKN,691.95
DJJ,OKL,1685.6
DJJ,WMX,8227.92
DOB,LUV,9337.31
KTG,PKN,7163.82
KTG,PNK,4207.82
LUV,AMQ,1370.03
LUV,DOB,7316.97
OKL,DJJ,4627.98
PKN,BDJ,2669.19
PKN,CGK,4379.17
PKN,KTG,7083.13
PKN,PNK,5731.81
PKN,SOC,9664.29
PKN,SRG,4910.78
PKN,SUB,2291.1
PNK,KTG,8133.27
SOC,BDJ,748.07
SOC,PKN,3725.92
SRG,PKN,270.99
SUB,PKN,8953.12
SXK,LUV,4551.01
WMX,DJJ,570.65
AER,OMS,3615.34
BQS,HTA,3643.45
BQS,KHV,3775.22
BQS,VVO,1471.66
CEK,GYD,1897.83
DME,OMS,1180.35
EVN,OMS,4578
GDX,KHV,5647.84
GYD,CEK,8071.66
GYD,OMS,9356.14
HRB,IKT,2298.64
HTA,BQS,3647.03
HTA,IKT,4638.94
IKT,HRB,6974.98
IKT,HTA,2220.39
IKT,KHV,1118.87
IKT,KJA,846.89
IKT,ODO,9907.52
IKT,OMS,6134.13
IKT,OVB,8460
IKT,UKX,4302.28
IKT,ULK,4420.07
IKT,UUD,7534.71
IKT,YKS,2755.78
ISC,LEQ,9926.24
ISC,NQY,5534.29
JMU,KHV,3158.52
KHV,BQS,2125.73
KHV,GDX,1572.01
KHV,IKT,9777.22
KHV,JMU,2196.22
KJA,IKT,6464.67
KJA,NZH,2843.61
KJA,OVB,5972.67
LEQ,ISC,3635.14
LLK,SVX,5634.68
NJC,OMS,6615.08
NJC,OVB,3155.63
NQY,ISC,9605.11
NUX,OMS,1529.53
NZH,KJA,4867.37
NZH,UUD,9711.02
ODO,IKT,1413.52
OMS,AER,9282.79
OMS,DME,5129.3
OMS,EVN,9906.18
OMS,GYD,6867.19
OMS,IKT,9824.69
OMS,NJC,359.09
OMS,NUX,6782.35
OMS,OVB,2061.85
OMS,SVX,9052.06
OMS,TAS,8718.02
OVB,IKT,8358.5
OVB,KJA,8.57
OVB,NJC,9479.5
OVB,OMS,198.99
SVX,LLK,2016.31
SVX,OMS,636.7
TAS,OMS,5385.42
UKX,IKT,5549.19
ULK,IKT,3717.78
UUD,IKT,9540.61
UUD,NZH,3632.52
VVO,BQS,8194.31
YKS,IKT,8638.26
ABD,IFN,5287.39
ABD,THR,7364.62
ADU,MHD,207.97
ADU,THR,5200.96
AMS,IKA,2284.47
ARN,IKA,3068.22
AWZ,BND,8817.77
AWZ,DXB,3096.81
AWZ,IFN,2155.14
AWZ,KWI,1832.16
AWZ,MHD,4740.33
AWZ,RAS,1254.58
AWZ,SYZ,6368.56
AWZ,TBZ,5913.18
AWZ,THR,1178.34
AZD,MHD,63.9
AZD,THR,730.89
BDH,SYZ,8648.73
BEY,IKA,3026.15
BEY,MHD,4915.8
BND,AWZ,9878.69
BND,DXB,7445.25
BND,IFN,583.26
BND,SRY,729.44
BND,SYZ,9831.03
BND,TBZ,9496.03
BND,THR,691.66
BND,ZBR,4867.41
BOM,IKA,8452.28
BUZ,SYZ,1105.38
BUZ,THR,1356.83
CGN,IKA,7776.73
DMM,MHD,6156.67
DOH,LRR,7027.29
DOH,SYZ,9266.89
DXB,AWZ,7686.46
DXB,BND,3922.85
DXB,IFN,7901.45
DXB,IKA,4126.95
DXB,SYZ,1364.26
ESB,IKA,3146.83
FCO,IKA,509.77
FRA,IKA,4808.95
GBT,THR,3828.08
GBT,ZAH,1634.5
GOT,IKA,2699.51
GSM,THR,4649.55
GYD,IKA,9749.24
HAM,IKA,4403.06
IFN,ABD,3463.23
IFN,AWZ,4639.88
IFN,BND,3950.5
IFN,DXB,6148.69
IFN,KER,920.76
IFN,KIH,6253.25
IFN,KWI,6742.78
IFN,MHD,3825.03
IFN,SYZ,3641.04
IFN,TBZ,5702.21
IFN,THR,9783.19
IKA,AMS,7376.11
IKA,ARN,2559.87
IKA,BEY,5072.09
IKA,BOM,983.59
IKA,CGN,1728.63
IKA,DXB,816.66
IKA,ESB,3100.12
IKA,FCO,2186.24
IKA,FRA,893.6
IKA,GOT,4798.34
IKA,GYD,1539.88
IKA,HAM,4623.16
IKA,IST,2766.11
IKA,KHI,9138.36
IKA,KUL,3009.98
IKA,LHR,3068.38
IKA,MXP,3052.67
IKA,NJF,5999.89
IKA,ORY,7786.02
IKA,PEK,2198.01
IKA,TAS,5985.35
IKA,VIE,2915.99
IST,IKA,9496.65
KER,IFN,3488.42
KER,THR,4544.69
KER,ZAH,1705.82
KHD,THR,8152.81
KHI,IKA,1918.77
KIH,IFN,4297.5
KIH,THR,6869.72
KSH,THR,7060.13
KUL,IKA,2360.12
KWI,AWZ,1760.8
KWI,IFN,8760.05
KWI,LRR,8037.64
KWI,MHD,6599.03
KWI,SYZ,1283.79
LHR,IKA,1478.87
LRR,DOH,3449.62
LRR,KWI,7079.67
LRR,THR,4758.4
MHD,ADU,4987.74
MHD,AWZ,7725.65
MHD,AZD,7004.44
MHD,BEY,9310.31
MHD,DMM,9202.97
MHD,IFN,6396.03
MHD,KWI,3730.77
MHD,RAS,9553.39
MHD,TBZ,8482.04
MHD,THR,1442.08
MHD,XBJ,25.77
MXP,IKA,3409.09
NJF,IKA,4143.28
OMH,THR,1178.06
ORY,IKA,8951.45
RAS,AWZ,7608.78
RAS,MHD,5405.93
RAS,THR,6373.76
SRY,BND,6887.39
SVO,IKA,1227.41
SYZ,AWZ,7162.85
SYZ,BDH,9425.7
SYZ,BND,3654.77
SYZ,BUZ,2499.09
SYZ,DOH,5678.19
SYZ,DXB,827.44
SYZ,IFN,5540.48
SYZ,KWI,1279.91
SYZ,THR,9706.95
TAS,IKA,78.96
TBZ,AWZ,5922.82
TBZ,BND,8946.35
TBZ,IFN,2322.13
TBZ,MHD,226.81
TBZ,THR,8547.91
THR,ABD,7851.07
THR,ADU,7682.06
THR,AWZ,4395.55
THR,AZD,7150.17
THR,BND,695.88
THR,BUZ,1848.74
THR,GBT,5306.6
THR,GSM,1847.03
THR,IFN,5195.17
THR,KER,6464.91
THR,KHD,9290.27
THR,KIH,117.13
THR,KSH,6201.37
THR,LRR,3594.64
THR,MHD,5364.44
THR,OMH,4505.27
THR,RAS,4620.93
THR,SYZ,8597.97
THR,TBZ,8185.18
THR,XBJ,2660.86
THR,ZAH,4105.5
THR,ZBR,2317.83
VIE,IKA,9603.67
XBJ,MHD,8706.51
XBJ,THR,1455.18
ZAH,GBT,3739.81
ZAH,KER,6464.11
ZAH,THR,9857.83
ZAH,ZBR,227.97
ZBR,BND,9983.52
ZBR,THR,2977.03
ZBR,ZAH,5115.58
AAN,CCJ,3900.15
ATQ,DXB,6738.69
AUH,CCJ,7453.44
AUH,COK,1802.21
AUH,MCT,2830.9
AUH,TRV,8238.23
BAH,DOH,3102.87
BAH,IXE,9542.68
BLR,IXE,324.63
BOM,CCJ,4869.54
BOM,COK,2732.67
BOM,DOH,6102.45
BOM,GOI,414.52
BOM,IXE,7819.01
BOM,MAA,355.07
CCJ,AAN,5285.6
CCJ,AUH,4876.29
CCJ,BAH,5131.35
CCJ,BOM,604.95
CCJ,COK,8130.24
CCJ,DMM,7853.25
CCJ,DOH,4722.32
CCJ,DXB,4446.38
CCJ,IXE,7622.46
CCJ,MCT,9155.14
CCJ,SHJ,716.99
CCJ,SLL,4245.92
CMB,MAA,7808.77
COK,AUH,1470.17
COK,BOM,89.72
COK,CCJ,4577.15
COK,DXB,938.88
COK,IXE,8276.05
COK,MCT,2760.57
COK,SHJ,3501.39
COK,SLL,8663.51
COK,TRV,1155.06
DMM,CCJ,7550.75
DMM,IXE,7494.36
DOH,BOM,2037.95
DOH,CCJ,9639.98
DOH,IXE,9445.41
DXB,ATQ,2568.17
DXB,CCJ,7489.18
DXB,COK,6876.12
DXB,IXE,3418.62
DXB,LKO,8314.54
DXB,TRV,5686.18
DXB,TRZ,5607.71
GOI,BOM,4676.83
GOI,TRV,9650.66
IXE,BAH,7210.08
IXE,BLR,4805.33
IXE,BOM,6291.75
IXE,COK,7350.67
IXE,DMM,3406.67
IXE,DXB,6892.75
IXE,KWI,8333.25
JAI,DXB,6982.9
KUL,MAA,7000.42
KWI,CCJ,6799.58
KWI,IXE,5378.84
LKO,DXB,9898.74
MAA,BOM,42.08
MAA,CMB,5467.67
MAA,KUL,1462.41
MAA,TRV,7190.95
MAA,TRZ,1705.1
MCT,CCJ,4729.57
MCT,COK,471.75
MCT,IXE,5832.54
MCT,TRV,4504.28
PNQ,DXB,9755.62
SHJ,CCJ,4991.04
SHJ,COK,391.54
SHJ,TRV,6111.44
SIN,TRZ,5837.6
SLL,CCJ,4228.26
SLL,COK,6244.69
SLL,TRV,7822.97
TRV,AUH,6346.75
TRV,CCJ,697.3
TRV,COK,9997.99
TRV,DXB,6350.35
TRV,GOI,7015.73
TRV,MAA,76.94
TRV,MCT,3206.96
TRV,SHJ,2701.75
TRV,SLL,6345.22
TRZ,DXB,8048.07
TRZ,MAA,5840.26
TRZ,SIN,9774.4
ADD,SAH,2257.97
ADE,AMM,5703.79
ADE,AUH,3140.63
ADE,BOM,9146.7
ADE,CAI,6447.99
ADE,DMM,7312.61
ADE,DOH,8457.72
ADE,DXB,8573.97
ADE,JED,169.84
ADE,RUH,4130.93
ADE,SAH,6946.03
AMM,ADE,7671.82
AMM,BEY,3916.55
AMM,HOD,1260.54
AMM,SAH,5657.4
ASM,SAH,9202.73
AUH,ADE,2615.14
AUH,GXF,8867.92
BAH,SAH,727.19
BEY,AMM,2748.12
BEY,SAH,1383.65
BOM,ADE,6806.34
BOM,SAH,9140.88
CAI,ADE,3434.05
CAI,CDG,6911.06
CAI,FRA,3925.97
CAI,HOD,3215.44
CAI,RIY,8968.68
CAI,SAH,8937.11
CAI,TAI,7488.6
CDG,CAI,2541.76
CGK,DXB,4146.65
CGK,KUL,2486.45
DAR,NBO,4423.53
DOH,ADE,7430.92
DOH,SAH,9375.18
DXB,ADE,7383.52
DXB,CGK,5420.17
DXB,KUL,4441.02
DXB,RIY,1604.98
DXB,SAH,8942.02
FRA,CAI,3677.89
GXF,AUH,8863.49
GXF,JED,6701.73
GXF,SAH,5193.95
HAH,JIB,2134.54
HOD,AMM,3305.25
HOD,CAI,7333.64
HOD,JED,6213.27
HOD,SAH,8689.38
JED,ADE,6986.19
JED,GXF,7616.56
JED,HOD,4216.67
JED,RIY,7912.56
JED,SAH,423.7
JED,TAI,2355.35
JIB,HAH,4969.49
JIB,SAH,1229.8
KRT,SAH,5620.95
KUL,CGK,8714.5
KUL,DXB,8722.9
KWI,DOH,876.92
KWI,RIY,502.88
NBO,SAH,889
RIY,ADE,3071.14
RIY,CAI,328.45
RIY,DXB,2607.93
RIY,JED,5394.45
RIY,KWI,309.01
RIY,SAH,2269.06
RIY,SCT,8704.63
RUH,ADE,3046.51
RUH,SAH,9380.37
RUH,TAI,9640.95
SAH,AAY,8530.61
SAH,ADD,3476.04
SAH,ADE,2327.57
SAH,AMM,1749.54
SAH,ASM,7938.03
SAH,BAH,524.93
SAH,BEY,9800.01
SAH,CAI,9056.71
SAH,DXB,1895.57
SAH,GXF,6689.95
SAH,HOD,1932.32
SAH,JED,6920.71
SAH,JIB,2561.59
SAH,KRT,9305.86
SAH,KWI,6561.14
SAH,NBO,2205.45
SAH,RIY,3944.41
SAH,RUH,1410.62
SAH,TAI,8030.97
SCT,RIY,9469.57
TAI,CAI,4528.17
TAI,JED,757.33
TAI,RUH,5700.82
TAI,SAH,4687.78
AMM,TLV,6307.87
AMS,TLV,5087.63
BCN,TLV,7859.41
CDG,TLV,4698.66
ETH,SDV,2653.95
ETH,TLV,2864.31
LCA,TLV,6858.43
SDV,ETH,5776.52
TLV,AMM,6777.95
TLV,AMS,836.06
TLV,BCN,4541.7
TLV,CDG,1533.92
TLV,ETH,7149.29
TLV,LCA,394.96
CDG,GYD,8330.7
DME,GYD,6800.99
DOH,GYD,2658.81
DXB,GYD,5952.02
ESB,GYD,6137.91
FCO,GYD,8645.59
FRA,GYD,9594.03
GYD,CDG,4174.1
GYD,DME,8343.99
GYD,DOH,9877.59
GYD,DXB,2231.31
GYD,ESB,4329.46
GYD,FCO,451.93
GYD,FRA,788.1
GYD,IKA,8867.42
GYD,IST,5056.09
GYD,KBP,1919.7
GYD,KVD,6927.02
GYD,LED,1419.05
GYD,LHR,7757.34
GYD,LWO,6653.54
GYD,MRV,316.11
GYD,MXP,2269.43
GYD,OVB,8218.99
GYD,PEK,696.85
GYD,PRG,7346.04
GYD,SAW,934
GYD,SCO,6955.53
GYD,SIP,884.67
GYD,SVX,4903.41
GYD,TBS,7465.57
GYD,TBZ,6024.32
GYD,TLV,8360.68
GYD,VIE,7900.76
IKA,GYD,5136.15
IST,GYD,2800.83
KBP,GYD,9791.08
KVD,GYD,7916.44
KVD,LED,4031.09
LED,GYD,8059.28
LED,KVD,9461.06
LHR,GYD,9916.43
LWO,GYD,2937.32
MRV,GYD,2286.9
MXP,GYD,8531.94
OVB,GYD,9294.19
PEK,GYD,8916.23
PRG,GYD,3837.65
SAW,GYD,482.9
SCO,GYD,7863.39
SIP,GYD,1029.91
SVX,GYD,6031.76
TBS,GYD,3329.36
TBZ,GYD,4311.85
TLV,GYD,9922.62
VIE,GYD,9210.31
YEG,YHY,3471
YEG,YMM,1802.15
YEG,YPY,683.28
YEG,YSM,4043.35
YHY,YEG,1274.12
YHY,YSM,1052.63
YLW,YQF,4107.67
YLW,YXX,3047.89
YMM,YEG,2435.52
YMM,YQF,2629.31
YPY,YEG,4791.93
YPY,YSM,8211.88
YQF,YLW,6178.78
YQF,YMM,2145.33
YSM,YEG,2151.77
YSM,YHY,1066.62
YSM,YPY,3345.8
YSM,YZF,6669.04
YXX,YLW,7434.34
YZF,YSM,4598.59
EGN,KRT,1057.49
ELF,KRT,3902.92
KRT,EGN,9655.69
KRT,ELF,8787
KRT,PZU,9632.71
KRT,UYL,2461.07
PZU,KRT,7636.53
UYL,KRT,6443.47
AGN,TKE,3834.72
GST,JNU,1082.98
HNH,JNU,8623.37
HNS,JNU,9579.17
HNS,SGY,1053.87
JNU,AGN,9696.09
JNU,GST,8539.84
JNU,HNH,8856.8
JNU,HNS,2447.53
JNU,PEC,231.94
JNU,SGY,8951.72
PEC,JNU,4400.94
SGY,HNS,7563.18
SGY,JNU,4679.38
TKE,JNU,1548.13
HHQ,SZB,5673.03
KBR,SZB,2775.61
LGK,SZB,6303.79
PEN,SZB,7155.64
PKG,SZB,67.91
RDN,SZB,6366.73
SIN,TOD,1103.68
SZB,HHQ,3948.96
SZB,KBR,1161.72
SZB,LGK,924.17
SZB,PEN,7173.24
SZB,PKG,4013.62
SZB,RDN,7012.02
SZB,TOD,9821.12
TOD,SIN,824.56
TOD,SZB,6210.5
AMM,KWI,5465.71
ATZ,KWI,965.72
BAH,KWI,9376.62
BEY,KWI,4599.55
CAI,KWI,2335.93
DWC,KWI,8838.79
DXB,KWI,6345.74
HBE,KWI,8284.51
HMB,KWI,1798.95
JED,KWI,3619.9
KWI,AMM,7069.53
KWI,ATZ,6680.33
KWI,BAH,9893.91
KWI,BEY,2845.91
KWI,CAI,5715.21
KWI,DWC,4515.28
KWI,DXB,9701.91
KWI,HBE,8141.91
KWI,HMB,9789.25
KWI,JED,9332.4
KWI,LXR,9387.48
KWI,MHD,6585.28
KWI,NJF,7606.94
KWI,RUH,6410.6
LXR,KWI,6654.78
MHD,KWI,9784.73
NJF,KWI,3246.07
RUH,KWI,8847.47
BNX,SJJ,6989.72
BNX,ZRH,9175.38
CPH,SJJ,1655.14
IST,SJJ,5234.41
SJJ,BNX,1539.54
SJJ,CPH,2026.13
SJJ,IST,505.48
ZRH,BNX,5284.8
CXH,YWH,1494.73
YWH,CXH,6658.84
BAV,CGO,4856.46
CAN,CKG,2964.63
CAN,CTU,7600.96
CAN,HAK,2250.54
CAN,HET,9111.85
CAN,HGH,9241.49
CAN,LJG,3292.42
CAN,SYX,7618.44
CGO,BAV,229.87
CGO,HAK,4738.44
CGO,HGH,557.81
CGO,KWE,2655.25
CGO,SYX,6884.6
CGQ,FOC,87.09
CGQ,SJW,7326.16
CIF,HET,4950.36
CKG,CAN,8970.16
CKG,HAK,6631.03
CKG,LJG,287.23
CSX,HAK,6534.53
CSX,HGH,703.34
CSX,NTG,3517.48
CSX,SYX,6536.19
CTU,CAN,1665.53
CTU,LJG,9558.72
CTU,SYX,2445.37
ENH,WUH,9362.87
FOC,CGQ,6317.99
FOC,SYX,4734.33
FOC,XUZ,6433.87
HAK,CAN,9670.49
HAK,CGO,4711.69
HAK,CKG,5921.56
HAK,CSX,5932.27
HAK,HGH,36.63
HAK,KHN,5294.61
HAK,KWE,8783.43
HAK,KWL,4112.39
HAK,NGB,6948.17
HAK,NKG,812.85
HAK,PEK,3788.53
HAK,UYN,8130.36
HAK,WUH,9807.58
HAK,XIY,2412.76
HET,CAN,1847.32
HET,CIF,6102.87
HET,PEK,8642.37
HET,UYN,4057.6
HET,WUH,802.58
HET,YIE,1288.38
HFE,XIY,34.13
HFE,XMN,3833.95
HGH,CAN,4702.93
HGH,CGO,2828.21
HGH,CSX,8790.21
HGH,HAK,2525.32
HGH,JHG,9745.86
HGH,KMG,2904.77
HGH,KWL,7940.78
HGH,LJG,9541.01
HGH,WUH,8804.89
HGH,XIY,8784.51
HGH,YIH,8146.31
HRB,SJW,9534.61
JHG,HGH,2532.97
JHG,KMG,6504.1
JHG,LJG,1738.6
JXA,PEK,4003.89
KHG,URC,4998.57
KHN,HAK,9827.76
KHN,SYX,5211.07
KHN,TNA,7038.2
KHN,TSN,8540.75
KMG,HGH,8014.19
KMG,JHG,4494.33
KMG,LJG,1728.98
KMG,XMN,3938.33
KWE,CGO,7625.59
KWE,HAK,1794.49
KWE,LJG,6877.8
KWE,YIH,3590.83
KWL,HAK,9148.66
KWL,HGH,4406.98
KWL,LJG,6993.95
KWL,NGB,4617.18
KWL,TNA,5392.44
KWL,TYN,1383.89
KWL,XIY,3932.61
KWL,XMN,5546.66
LHW,NNG,7916.42
LHW,PEK,2877.25
LHW,URC,2159.23
LJG,CAN,5575.87
LJG,CKG,3445.53
LJG,CTU,6289.21
LJG,HGH,9991.52
LJG,JHG,936.12
LJG,KMG,5940.19
LJG,KWE,2155.36
LJG,KWL,3390.65
LJG,NKG,5971.14
LJG,NNG,7263.91
LJG,PEK,1537.04
LJG,TNA,1510.25
LJG,WUH,6910.56
LJG,XIY,2424.68
MIG,YIH,6561.22
NGB,HAK,1857.73
NGB,KWL,9319.52
NGB,SHE,4194.67
NKG,HAK,4043.91
NKG,LJG,5486.25
NKG,XIY,232.58
NNG,LHW,3338.69
NNG,LJG,2502.87
NNG,SYX,7778.7
NNG,WUH,7144.97
NNG,XMN,4877.82
NTG,CSX,9605.79
PEK,HAK,9485.79
PEK,HET,4456.53
PEK,JXA,1610.35
PEK,LHW,2842.38
PEK,LJG,3717.55
PEK,XMN,9477.3
PEK,YIH,5592.77
SHE,NGB,9965.42
SHE,WUH,6082.66
SJW,CGQ,4163.33
SJW,HRB,3526.75
SJW,SYX,4018.12
SJW,XIY,7040.93
SYX,CAN,9141.24
SYX,CGO,4073.38
SYX,CSX,3524.67
SYX,CTU,7556.01
SYX,FOC,2978.89
SYX,KHN,3827.7
SYX,NNG,7155.68
SYX,SJW,4676.61
SYX,TSN,917.14
SYX,WUH,3798.1
SYX,XIY,1283.72
SYX,YIH,1429.33
TNA,KHN,3009.21
TNA,KWL,8883.71
TNA,LJG,6167.34
TNA,XIY,9288.53
TSN,KHN,9146.52
TSN,SYX,6821.75
TXN,XIY,5100.06
TXN,XMN,744.41
TYN,KWL,3365.49
URC,KHG,1628.64
URC,LHW,6328.01
UYN,HAK,2365.93
UYN,HET,5332.87
WUH,ENH,3158.74
WUH,HAK,8355.02
WUH,HET,3642.2
WUH,HGH,5627.91
WUH,LJG,7836.23
WUH,NNG,1216.67
WUH,SHE,4243.88
WUH,SYX,3989.12
XIY,HAK,6051.3
XIY,HFE,2595.03
XIY,HGH,4195.24
XIY,KWL,6489.61
XIY,LJG,8765.28
XIY,NKG,7889.82
XIY,SJW,8247.61
XIY,SYX,7280.22
XIY,TNA,773.5
XIY,TXN,6581.12
XMN,HFE,1769.38
XMN,KMG,6999.89
XMN,KWL,512.35
XMN,NNG,7170.51
XMN,PEK,5759.59
XMN,TXN,2406.02
XUZ,FOC,3799.74
YIE,HET,446.57
YIH,HGH,2939.36
YIH,KWE,4487.78
YIH,MIG,9803.36
YIH,PEK,6894.98
YIH,SYX,5584.91
BFN,CPT,5437.31
CPT,BFN,4623.67
CPT,DUR,2492.67
CPT,HLA,8896.8
CPT,JNB,728.94
CPT,PLZ,7806.49
DUR,CPT,2787.34
DUR,JNB,4697.91
HLA,CPT,5144.36
JNB,CPT,3030.52
JNB,DUR,832.41
JNB,PLZ,3745.5
JNB,ZNZ,8040.56
PLZ,CPT,5576.3
PLZ,JNB,908.73
ZNZ,JNB,7269.3
AOJ,NKM,7914.04
CTS,MMJ,8825.01
FSZ,FUK,9422.09
FSZ,KOJ,2516.54
FUK,FSZ,1301.39
FUK,KIJ,1540.8
FUK,MMJ,6276.82
FUK,NKM,6362.99
HNA,NKM,8074.39
KCZ,NKM,4851.85
KIJ,FUK,130.9
KIJ,NKM,7974.15
KMJ,NKM,3669.57
KOJ,FSZ,7940.1
MMJ,CTS,7439.24
MMJ,FUK,9315.57
NKM,AOJ,8595.47
NKM,FUK,8008.65
NKM,HNA,802.23
NKM,KCZ,6747.4
NKM,KIJ,2196.61
NKM,KMJ,9825.91
AEP,FTE,8284.42
AEP,GRU,5650
AGT,ASU,1003.11
AGT,GRU,7537.8
AJU,GRU,8651.99
AJU,REC,2167.43
AJU,SDU,7569.6
AJU,SSA,5222.11
AQP,LIM,6363.1
ASU,AGT,9321.77
ASU,GRU,1619.12
BEL,BSB,6195.85
BEL,FOR,3372.78
BEL,GIG,2066.03
BEL,GRU,1140.66
BEL,MAB,4771
BEL,MAO,6882.39
BEL,MCP,8079.12
BEL,SLZ,8511.06
BEL,STM,4345.87
BOG,GRU,7414.26
BPS,CGH,5218.19
BPS,CNF,4820.89
BPS,GRU,2959.57
BSB,BEL,6999.01
BSB,CGB,4091.7
BSB,CGH,2139.48
BSB,CGR,7739.73
BSB,CNF,2721.77
BSB,CWB,1713
BSB,FLN,7944.61
BSB,FOR,1982.82
BSB,GIG,1875.36
BSB,GRU,8609.4
BSB,GYN,8.14
BSB,IMP,3900.53
BSB,JPA,8352.99
BSB,LIS,618.74
BSB,MAB,3811.41
BSB,MAO,3894.42
BSB,MCZ,9555.23
BSB,MIA,447.91
BSB,NAT,4494.09
BSB,PMW,1635.13
BSB,POA,4277.27
BSB,PVH,7921.3
BSB,RBR,5294.96
BSB,REC,2561.63
BSB,SDU,7492.5
BSB,SLZ,750.69
BSB,SSA,2599.27
BSB,THE,4681.6
BSB,UDI,8508.55
BSB,VCP,9997.65
BSB,VIX,4640.36
BVB,MAO,664.32
CCS,GRU,7128.03
CDG,GRU,9077.98
CDG,PEK,3714.44
CGB,BSB,9764.01
CGB,CGH,5873.5
CGB,GRU,5903.53
CGH,BPS,4990.13
CGH,BSB,8541.54
CGH,CGB,8148.15
CGH,CGR,1752.48
CGH,CNF,5312.26
CGH,CWB,5464.9
CGH,FLN,7620.57
CGH,GIG,5190.32
CGH,GYN,4588.35
CGH,IGU,4498.87
CGH,IOS,3334.3
CGH,JOI,9314.06
CGH,LDB,8968.82
CGH,NVT,1344.11
CGH,POA,6061.79
CGH,RAO,7472.86
CGH,SDU,7648.98
CGH,SJP,5309.61
CGH,SSA,7515.23
CGH,UDI,7612.86
CGH,VIX,2373.07
CGR,BSB,8653.99
CGR,CGH,9489.72
CGR,GRU,6339.14
CNF,BPS,7115.52
CNF,BSB,6727.86
CNF,CGH,4569.55
CNF,GIG,2753.3
CNF,GRU,7478.65
CNF,MIA,2784.92
CNF,SDU,7893.98
CNF,SSA,8963.95
CUZ,JUL,6290.63
CWB,BSB,8300.31
CWB,CGH,1761.48
CWB,GIG,205.6
CWB,GRU,2993.94
CWB,IGU,7824.87
CWB,LDB,6378.63
CWB,POA,2483.16
CWB,SSA,7583.83
DFW,GIG,3019.55
DFW,GRU,4498.78
EZE,GIG,2731.11
EZE,GRU,8279.12
FLN,BSB,3025.72
FLN,CGH,7326.06
FLN,GIG,1235.53
FLN,GRU,4666.66
FLN,POA,8214.17
FOR,BEL,5967.2
FOR,BSB,6089.28
FOR,GIG,9359.17
FOR,GRU,9723.14
FOR,MAO,9845.66
FOR,NAT,8712
FOR,REC,2480.03
FOR,SLZ,2002.33
FOR,SSA,8016.09
FOR,THE,1631.48
FRA,GIG,465.58
FRA,GRU,8072.33
FTE,USH,565.44
GIG,BEL,8582.37
GIG,BSB,2788.56
GIG,CGH,8946.98
GIG,CNF,7044.7
GIG,CWB,9308.15
GIG,DFW,1674.18
GIG,EZE,1283.4
GIG,FLN,2973.61
GIG,FOR,8493.99
GIG,FRA,8790.47
GIG,GRU,4162.59
GIG,IGU,2814.32
GIG,JFK,9597.44
GIG,JPA,4530.59
GIG,LHR,5367.47
GIG,LIS,561.3
GIG,MAO,5103.28
GIG,MCZ,6875.49
GIG,MIA,4776.35
GIG,MVD,3534.45
GIG,NAT,6997.59
GIG,POA,3639.41
GIG,REC,2406.32
GIG,SCL,9074.37
GIG,SLZ,482.79
GIG,SSA,5123.88
GIG,VCP,5848
GIG,VIX,9584
GRU,AEP,1086.41
GRU,AGT,8752.45
GRU,AJU,7090.53
GRU,ASU,5901.62
GRU,BEL,938.14
GRU,BOG,3928.53
GRU,BPS,7870.56
GRU,BSB,9645.8
GRU,CCS,8226.1
GRU,CDG,3965.44
GRU,CGB,8501.81
GRU,CGR,4767.15
GRU,CNF,4235.08
GRU,CWB,1656.33
GRU,DFW,8854.35
GRU,EZE,4360.1
GRU,FLN,7874.22
GRU,FOR,667.07
GRU,FRA,6176.26
GRU,GIG,9181.37
GRU,GYN,8503.11
GRU,IAD,6114.62
GRU,IGU,6920.34
GRU,JFK,112.8
GRU,JNB,4108.21
GRU,JOI,8919.13
GRU,JPA,9170.06
GRU,LDB,4.43
GRU,LHR,5766.57
GRU,LIM,5960.36
GRU,LIS,9216.3
GRU,MAD,4217.73
GRU,MAO,6931
GRU,MCO,6324.92
GRU,MCZ,1245.05
GRU,MEX,6160.62
GRU,MIA,7012.35
GRU,MUC,4169.69
GRU,MVD,1476.48
GRU,MXP,6075.65
GRU,NAT,6572.6
GRU,OPO,6555.21
GRU,ORD,5343.04
GRU,POA,1332.85
GRU,RAO,2416.95
GRU,REC,3091.69
GRU,SCL,1550.33
