"a" "b" "value"
157 19 35.705549409 
26 0 24.325020346 
26 4 28.530777859 
26 6 7.474221032 
26 7 20.290530136 
26 10 22.658880079 
106 1 30.799874474 
26 19 23.474252559 
106 4 47.037237666 
106 5 20.00721187 
106 9 36.374095629 
106 13 24.144215765 
186 6 20.622679731 
186 7 33.438988835 
186 11 35.654284955 
55 2 22.206852793 
55 3 30.920171879 
55 10 28.637718619 
55 12 27.570558994 
55 15 13.326136283 
55 19 30.699590374 
135 9 23.58712455 
135 11 14.420120718 
135 15 8.343691736 
100 0 30.376342107 
4 3 41.327288323 
4 8 22.34667278 
4 14 25.188113113 
84 4 54.387537186 
84 5 23.166212195 
84 7 36.542266219 
164 1 23.487848852 
84 18 30.621032073 
164 5 12.695186248 
164 9 29.062070007 
164 13 16.832190143 
33 14 38.746959214 
33 16 27.263170152 
113 14 34.968271307 
113 18 33.405050061 
62 2 33.913907138 
62 3 44.887304533 
62 10 40.344772964 
62 12 39.277613339 
62 15 25.033190628 
62 17 41.497756139 
62 19 42.406644719 
142 4 44.231390331 
142 9 33.568248294 
142 16 15.218338645 
11 1 19.552679997 
11 5 8.760017393 
11 13 12.897021288 
91 1 38.480230798 
91 4 54.71759399 
91 5 27.687568194 
91 7 41.063622218 
91 9 44.054451953 
91 13 31.824572089 
171 4 36.135230312 
171 5 9.105204516 
190 14 11.228170576 
190 17 22.74679245 
190 8 8.386730243 
190 12 23.502620635 
191 13 14.701141877 
191 7 23.940192006 
191 4 37.594163778 
191 9 26.931021741 
191 5 10.564137982 
192 11 16.168466422 
192 9 25.335470254 
193 16 10.451429352 
193 3 28.649514443 
194 10 34.358624984 
194 2 27.927759158 
194 15 19.047042648 
194 17 35.511608159 
194 19 36.420496739 
194 12 33.291465359 
195 2 16.17001016 
195 10 22.600875986 
195 15 7.28929365 
195 3 27.143407555 
195 17 23.753859161 
195 12 21.533716361 
196 16 7.336626756 
196 3 25.534711847 
198 6 19.383481893 
198 16 18.07793873 
198 18 19.758546683 
198 3 36.18438177 
0 1 30.212910897 
0 5 19.420248293 
0 13 23.557252188 
40 13 15.522035094 
106 2 29.571565984 
29 2 28.502703032 
29 3 39.476100427 
29 15 19.621986522 
69 10 39.927654654 
69 15 24.616072318 
69 17 41.080637829 
18 1 23.121232835 
18 5 12.328570231 
7 2 25.706634732 
47 3 48.053195218 
7 12 31.070340933 
7 15 16.825918222 
7 17 33.290483733 
47 16 29.855110127 
87 11 31.944530027 
36 0 37.75734963 
104 1 20.366469966 
36 4 41.963107143 
36 6 20.906550316 
36 7 33.72285942 
36 10 36.091209363 
88 5 21.493477641 
36 19 36.906581843 
88 1 32.286140245 
84 3 43.703963704 
84 9 43.356588743 
25 9 35.424039674 
65 2 17.071168238 
25 11 26.257035842 
65 15 8.190451728 
65 17 24.655017239 
91 3 48.225319703 
105 18 28.407002557 
14 3 45.499114699 
54 3 26.360845027 
14 16 27.301029608 
54 16 8.162759936 
41 11 46.968447596 
3 18 21.344946816 
43 13 24.852109378 
101 0 42.43121787 
32 3 50.934663319 
72 0 35.913343874 
32 9 50.587288358 
32 11 41.420284526 
72 4 40.119101387 
72 6 19.06254456 
72 10 34.247203607 
72 19 35.062576087 
102 11 30.680044827 
61 3 40.860261661 
21 18 20.140052189 
61 15 21.006147756 
61 17 37.470713267 
61 19 38.379601847 
10 8 31.349789839 
10 14 34.191230172 
90 2 35.37279735 
90 15 26.49208084 
64 3 44.190885855 
64 9 43.843510894 
104 5 9.573807362 
39 9 30.834939454 
79 2 23.349708948 
39 11 21.667935622 
79 12 28.713415149 
79 15 14.468992438 
78 11 59.795324204 
28 11 28.716213479 
68 8 22.298469791 
68 14 25.139910124 
17 2 18.783200795 
17 10 25.214066621 
17 12 24.146906996 
17 15 9.902484285 
17 19 27.275938376 
97 8 31.288718102 
92 2 27.184345014 
43 5 20.715105483 
86 9 32.588024036 
46 18 22.852819745 
35 0 30.809408104 
35 4 35.015165617 
35 7 26.774917894 
35 10 29.143267837 
35 15 18.406526536 
35 19 29.958640317 
64 11 34.676507062 
104 4 36.603833158 
104 9 25.940691121 
104 13 13.710811257 
13 0 31.456065149 
13 4 35.661822662 
13 6 14.605265835 
53 14 40.087293707 
53 16 28.603504645 
95 10 26.951653945 
41 3 56.482826389 
42 0 27.230147562 
42 4 31.435905075 
42 6 10.379348248 
42 7 23.195657352 
2 3 29.155922205 
42 19 26.379379775 
82 13 16.860156205 
2 16 10.957837114 
82 1 23.515814914 
82 5 12.72315231 
57 11 23.85742787 
71 1 45.155791552 
71 4 61.393154744 
71 9 50.730012707 
71 13 38.500132843 
63 3 42.264697529 
20 8 23.577629439 
60 2 26.917641609 
20 14 26.419069772 
100 3 33.503549382 
60 12 32.28134781 
60 15 18.036925099 
61 2 29.886864266 
60 17 34.50149061 
61 10 36.317730092 
6 11 21.883580705 
9 1 33.210597515 
9 4 49.447960707 
9 5 22.417934911 
49 3 32.087638813 
9 13 26.554938806 
49 16 13.889553722 
53 3 46.801589736 
89 16 20.59497747 
57 9 33.024431702 
38 6 45.00523323 
38 7 57.821542334 
38 11 60.036838454 
78 6 44.76371898 
78 7 57.580028084 
27 3 42.183027273 
27 14 35.468731244 
27 16 23.984942182 
87 9 41.111533859 
67 14 24.272777404 
72 7 31.878853664 
107 18 27.220662438 
16 8 21.41114949 
8 18 19.816890793 
16 14 24.252589823 
56 15 18.956599304 
45 0 44.25508033 
45 17 32.911904563 
34 9 30.62219461 
34 11 21.455190778 
75 9 37.419485111 
75 11 28.252481279 
71 5 34.363128948 
23 9 55.400625758 
23 11 46.233621926 
63 16 24.066612438 
40 5 11.385031199 
91 15 28.371205798 
12 18 29.948290397 
98 11 26.264511665 
52 18 32.179208333 
92 12 32.548051215 
92 15 18.303628504 
92 17 34.768194015 
1 11 22.717357521 
41 9 56.135451428 
81 13 17.796471295 
5 8 21.973328552 
30 9 29.943536647 
30 11 20.776532815 
5 14 24.814768885 
43 1 31.507768087 
70 12 24.070166626 
70 15 9.825743915 
69 2 33.496788828 
69 3 44.470186223 
67 8 21.431337071 
85 3 50.281932028 
86 11 30.129609577 
81 1 24.452130004 
85 16 32.083846937 
81 5 13.6594674 
59 8 31.047541767 
99 2 19.620980766 
59 14 33.8889821 
99 10 26.051846592 
99 12 24.984686967 
99 15 10.740264256 
99 17 27.204829767 
48 1 20.33819566 
48 4 36.575558852 
48 5 9.545533056 
48 9 25.912416815 
88 4 48.523503437 
48 13 13.682536951 
88 9 37.8603614 
88 13 25.630481536 
37 1 37.995175015 
37 5 27.202512411 
97 3 50.269333645 
37 13 31.339516306 
77 6 36.4849529 
77 11 34.995218997 
100 16 15.305464291 
97 14 34.130158435 
26 3 27.452227621 
66 4 43.849451123 
26 16 9.25414253 
106 10 36.00243181 
106 12 34.935272185 
106 15 20.690849474 
106 17 37.155414985 
106 19 38.064303565 
15 8 31.234645559 
15 14 34.076085892 
95 0 28.617794212 
95 4 32.823551725 
95 6 11.766994898 
95 7 24.583304002 
55 18 25.006862362 
89 3 38.793062561 
95 19 27.767026425 
4 0 40.69933502 
80 9 48.941159825 
44 14 29.998357792 
44 16 19.164607981 
33 1 42.226575442 
33 4 58.463938634 
33 5 31.433912838 
33 9 47.800796597 
33 13 35.570916733 
22 8 40.05184246 
80 11 39.774155993 
22 14 42.893282793 
102 9 39.847048659 
62 18 36.713916707 
90 3 46.346194745 
11 2 18.324371507 
11 12 23.688077708 
11 15 9.443654997 
91 2 37.251922308 
91 10 43.682788134 
91 17 44.835771309 
91 19 45.744659889 
109 14 31.00739094 
109 16 19.523601878 
110 2 20.871417945 
110 15 11.990701435 
112 16 19.372908675 
113 4 54.685250727 
113 9 44.02210869 
114 0 33.959338488 
114 6 17.108539174 
114 7 29.924848278 
114 19 33.108570701 
114 4 38.165096001 
114 10 32.293198221 
115 18 23.969784228 
116 1 25.317211181 
116 5 14.524548577 
116 13 18.661552472 
118 11 25.662693737 
119 16 15.498390783 
119 3 33.696475874 
121 14 35.913607962 
121 8 33.072167629 
122 9 26.455697244 
123 15 27.853833364 
123 2 36.734549874 
123 12 42.098256075 
124 2 33.105786984 
124 15 24.225070474 
124 12 38.469493185 
126 4 45.22721032 
126 9 34.564068283 
126 5 18.197184524 
127 16 16.473305197 
127 3 34.671390288 
128 16 13.272230645 
128 3 31.470315736 
130 11 33.097390677 
131 18 24.874330388 
132 3 61.053714883 
132 8 42.07309934 
132 14 44.914539673 
133 18 22.320391164 
134 11 20.642701932 
134 9 29.809705764 
135 8 15.727611001 
136 14 18.461165899 
136 8 15.619725566 
137 2 22.652863712 
137 15 13.772147202 
137 17 30.236712713 
137 12 28.016569913 
140 18 21.001409498 
141 10 38.57802193 
141 2 32.147156104 
141 15 23.266439594 
141 19 40.639893685 
142 5 19.389081331 
142 13 23.526085226 
142 1 30.181743935 
143 15 21.258608274 
143 3 41.112722179 
143 2 30.139324784 
145 2 24.175750625 
145 10 30.606616451 
145 15 15.295034115 
145 17 31.759599626 
145 19 32.668488206 
145 12 29.539456826 
146 1 20.450290441 
146 5 9.657627837 
146 13 13.794631732 
147 16 16.179322352 
148 6 28.408123746 
148 10 43.592782793 
148 7 41.22443285 
148 4 49.464680573 
149 8 15.906568796 
149 14 18.748009129 
150 18 22.421507104 
151 18 18.905714142 
152 18 24.865894591 
153 2 18.065133883 
153 10 24.495999709 
153 15 9.184417373 
153 17 25.648982884 
153 19 26.557871464 
154 9 41.375002949 
154 11 32.207999117 
155 18 27.75772468 
156 11 25.844165876 
156 9 35.011169708 
157 18 30.012821397 
159 16 26.775705575 
159 3 44.973790666 
160 11 37.775528297 
160 9 46.942532129 
161 5 10.994585707 
161 4 38.024611503 
161 9 27.361469466 
161 1 21.787248311 
161 13 15.131589602 
162 15 28.515353018 
162 8 31.270096679 
162 14 34.111537012 
164 15 13.378823852 
164 17 29.843389363 
164 2 22.259540362 
164 12 27.623246563 
165 18 25.479422515 
167 13 16.328622424 
167 5 12.191618529 
168 1 34.277878347 
168 13 27.622219638 
168 5 23.485215743 
169 15 21.681510849 
169 2 30.562227359 
170 16 18.358835395 
170 3 36.556920486 
171 2 18.66955863 
171 15 9.78884212 
171 17 26.253407631 
172 0 28.215879117 
172 6 11.365079803 
174 18 18.837969085 
175 11 23.021222264 
176 1 45.002088422 
176 13 38.346429713 
176 5 34.209425818 
177 15 17.089319403 
177 2 25.970035913 
177 12 31.333742114 
178 16 17.579731999 
178 3 35.77781709 
179 9 39.280739749 
179 11 30.113735917 
180 6 25.431491436 
180 10 40.616150483 
180 0 42.28229075 
180 7 38.24780054 
180 19 41.431522963 
180 4 46.488048263 
182 11 38.586640198 
182 3 48.101018991 
182 9 47.75364403 
184 11 23.126630495 
184 9 32.293634327 
185 2 34.685524254 
185 10 41.11639008 
185 15 25.804807744 
185 17 42.269373255 
185 12 40.049230455 
186 14 33.886390291 
186 16 22.402601229 
186 3 40.60068632 
187 18 20.900611501 
188 11 34.51253913 
188 3 44.026917923 
188 9 43.679542962 
189 11 28.113347287 
190 19 25.888624696 
190 0 26.739392483 
190 6 9.888593169 
190 7 22.704902273 
190 4 30.945149996 
191 2 20.128492096 
191 15 11.247775586 
191 17 27.712341097 
191 12 25.492198297 
192 8 17.475956705 
192 14 20.317397038 
193 1 25.414834642 
193 13 18.759175933 
193 5 14.622172038 
194 18 30.727768727 
195 18 18.970019729 
196 13 15.644373337 
196 1 22.300032046 
196 5 11.507369442 
198 11 23.327099521 
0 2 28.984602407 
0 12 34.348308608 
0 15 20.103885897 
40 15 12.068668803 
80 8 41.081646276 
80 14 43.923086609 
160 8 39.08301858 
119 1 30.461796073 
119 5 19.669133469 
29 18 31.302712601 
109 4 50.72437036 
149 0 34.259231036 
69 18 36.296798397 
149 4 38.464988549 
149 6 17.408431722 
18 15 13.012207835 
98 8 27.572001948 
7 18 28.506644301 
109 5 23.694344564 
87 8 33.25202031 
152 11 28.434447429 
36 3 40.884556905 
36 16 22.686471814 
88 2 31.057831755 
116 15 15.208186181 
156 14 29.993096492 
97 0 49.641380342 
65 18 19.871177807 
105 11 31.975555395 
145 18 26.975760194 
14 1 42.264434898 
14 5 31.471772294 
54 1 23.126165226 
157 11 33.581374235 
128 1 28.235635935 
128 5 17.442973331 
43 2 30.279459597 
3 11 24.913499654 
43 12 35.643165798 
43 15 21.398743087 
123 18 39.534559443 
32 8 42.727774809 
72 3 39.040551149 
54 5 12.333502622 
72 16 20.842466058 
134 14 24.791632548 
62 11 40.282469545 
61 18 32.686873835 
118 8 26.97018402 
10 0 49.702452079 
10 4 53.908209592 
10 6 32.851652765 
130 8 34.40488096 
90 18 38.172806919 
147 1 31.142727642 
39 8 22.975425905 
39 14 25.816866238 
159 1 41.739110865 
79 18 26.149718517 
68 0 40.651132031 
68 4 44.856889544 
68 6 23.800332717 
143 18 32.939334353 
134 8 21.950192215 
148 16 30.188045244 
49 1 28.852959012 
28 8 30.023703762 
49 5 18.060296408 
57 8 25.164918153 
17 18 21.583210364 
57 14 28.006358486 
121 4 55.630587382 
6 8 23.191070988 
46 11 26.421372583 
86 8 31.43709986 
44 5 23.335350667 
35 3 33.936615379 
47 1 44.818515417 
47 5 34.025852813 
115 11 27.538337066 
148 3 48.386130335 
116 2 24.088902691 
64 8 35.983997345 
64 14 38.825437678 
104 10 25.569027302 
104 12 24.501867677 
104 15 10.257444966 
104 19 27.630899057 
53 1 43.566909935 
53 4 59.804273127 
53 5 32.774247331 
13 16 16.385187333 
53 13 36.911251226 
95 3 31.745001487 
95 16 13.546916396 
2 1 25.921242404 
2 5 15.1285798 
82 2 22.287506424 
42 16 12.159269746 
162 0 49.622758919 
162 4 53.828516432 
82 12 27.651212625 
112 1 34.336313965 
82 15 13.406789914 
156 8 27.151656159 
112 5 23.543651361 
155 11 31.326277518 
71 2 43.927483062 
151 11 22.47426698 
71 12 49.291189263 
71 15 35.046766552 
71 17 51.511332063 
63 1 39.030017728 
63 5 28.237355124 
20 0 41.930291679 
20 4 46.136049192 
60 18 29.717651178 
140 11 24.569962336 
9 2 31.982289025 
9 10 38.413154851 
9 12 37.345995226 
9 15 23.101572515 
9 19 40.475026606 
89 13 28.902724051 
38 3 64.983239819 
78 3 64.741725569 
38 16 46.785154728 
78 16 46.543640478 
32 14 45.569215142 
27 1 38.948347472 
27 4 55.185710664 
27 5 28.155684868 
67 0 39.783999311 
67 4 43.989756824 
27 13 32.292688763 
67 6 22.933199997 
147 13 24.487068933 
16 0 39.76381173 
16 4 43.969569243 
16 6 22.913012416 
52 11 35.747761171 
136 0 33.972387806 
136 4 38.178145319 
136 6 17.121588492 
5 0 40.325990792 
5 4 44.531748305 
85 1 47.047252227 
85 5 36.254589623 
34 8 22.762681061 
34 14 25.604121394 
75 8 29.559971562 
114 16 18.888460672 
75 14 32.401411895 
131 11 28.442883226 
23 8 47.541112209 
23 14 50.382552542 
63 13 32.374359019 
40 2 20.949385313 
12 11 33.516843235 
92 18 29.984354583 
1 8 24.024847804 
41 8 48.275937879 
41 14 51.117378212 
121 0 51.424829869 
121 6 34.574030555 
81 15 14.343105004 
161 12 25.922646022 
161 15 11.678223311 
30 8 22.084023098 
104 2 19.138161476 
30 14 24.925463431 
110 18 23.671427514 
81 2 23.223821514 
161 2 20.558939821 
99 18 22.420990335 
48 12 24.473593371 
48 15 10.22917066 
88 10 37.488697581 
88 12 36.421537956 
88 15 22.177115245 
88 19 39.550569336 
37 2 36.766866525 
100 1 30.268869581 
141 18 34.947165673 
100 5 19.476206977 
37 12 42.130572726 
37 15 27.886150015 
159 5 30.946448261 
26 5 13.424885216 
146 2 19.221981951 
106 18 32.371575553 
146 12 24.585688152 
146 15 10.341265441 
15 0 49.587307799 
15 4 53.793065312 
135 0 34.080273241 
89 1 35.55838276 
89 5 24.765720156 
44 1 34.128013271 
44 4 49.715337212 
124 18 35.905796553 
33 2 40.998266952 
33 12 46.361973153 
33 15 32.117550442 
33 17 48.582115953 
153 18 20.865143452 
22 0 58.4045047 
102 8 31.98753511 
142 2 28.953435445 
102 14 34.828975443 
132 0 60.42576158 
142 10 35.384301271 
142 12 34.317141646 
142 15 20.072718935 
11 18 21.124381076 
114 3 37.086545763 
91 18 40.051931877 
164 18 25.059549931 
165 11 29.047975353 
167 2 21.755972643 
167 12 27.119678844 
168 15 24.168853347 
168 2 33.049569857 
168 12 38.413276058 
169 18 33.362236928 
170 1 33.322240685 
170 5 22.529578081 
171 18 21.469568199 
172 16 13.145001301 
174 11 22.406521923 
175 8 24.328712547 
176 15 34.893063422 
176 2 43.773779932 
176 12 49.137486133 
177 18 28.770045482 
178 1 32.543137289 
178 13 25.88747858 
178 5 21.750474685 
180 3 45.409498025 
182 8 39.894130481 
182 14 42.735570814 
184 8 24.434120778 
184 14 27.275561111 
185 18 37.485533823 
186 4 53.603369711 
186 1 37.366006519 
186 5 26.573343915 
186 13 30.71034781 
188 8 35.820029413 
188 14 38.661469746 
189 14 32.262277903 
190 16 11.668514667 
190 3 29.866599758 
191 18 22.928501665 
192 0 35.828618945 
192 6 18.977819631 
192 4 40.034376458 
193 15 15.305809642 
193 12 29.550232353 
195 11 22.538572567 
196 15 12.191007046 
196 2 21.071723556 
196 12 26.435429757 
198 14 27.476030137 
80 0 59.434308516 
0 18 31.784611976 
80 6 42.583509202 
40 18 23.749394882 
23 4 70.099531962 
104 18 21.938171045 
9 18 34.782298594 
49 15 18.743934012 
89 2 34.33007427 
38 1 61.748560018 
89 15 25.44935776 
38 5 50.955897414 
98 0 45.924664188 
72 5 25.013208744 
118 0 45.32284626 
60 11 33.286204016 
7 11 32.075197139 
27 12 43.083745183 
27 19 46.212776563 
67 16 24.713121495 
36 5 26.8572145 
116 18 26.88891226 
102 0 50.34019735 
53 2 42.338601445 
53 15 33.457884935 
85 15 36.938227227 
34 0 41.115343301 
114 1 33.851865962 
34 4 45.321100814 
14 15 32.155409898 
114 5 23.059203358 
87 0 51.60468255 
23 0 65.893774449 
42 5 16.330012432 
3 8 26.220989937 
23 6 49.042975135 
63 12 43.165415439 
43 18 33.079469166 
63 15 28.920992728 
32 0 61.080437049 
12 8 34.824333518 
52 8 37.055251454 
92 11 33.552907421 
63 2 37.801709238 
95 5 17.717659082 
1 0 42.377510044 
41 0 66.628600119 
41 4 70.834357632 
61 11 36.255426673 
81 18 26.023831083 
30 0 40.436685338 
30 4 44.642442851 
10 16 34.631574263 
72 1 35.805871348 
90 11 41.741359757 
100 15 20.159844581 
39 0 41.328088145 
39 4 45.533845658 
102 6 33.489398036 
78 5 50.714383164 
28 0 48.376366002 
68 16 25.580254215 
36 1 37.649877104 
32 4 65.286194562 
57 0 43.517580393 
57 4 47.723337906 
37 18 39.566876094 
112 15 24.227288965 
6 0 41.543733228 
80 4 63.640066029 
105 8 33.283045678 
46 8 27.728862866 
26 15 14.10852282 
27 2 37.720038982 
27 10 44.150904808 
27 15 28.839322472 
69 11 39.865351235 
75 0 47.912633802 
75 4 52.118391315 
95 1 28.510321686 
75 6 31.061834488 
47 15 34.709490417 
115 8 28.845827349 
88 18 33.857841324 
64 0 54.336659585 
86 0 49.7897621 
64 4 58.542417098 
44 15 24.018988271 
30 6 23.585886024 
13 1 31.348592623 
78 1 61.507045768 
13 5 20.555930019 
53 10 48.769467271 
53 12 47.702307646 
33 18 43.798276521 
53 19 50.831339026 
42 1 27.122675036 
2 15 15.812217404 
62 8 41.589959828 
102 4 54.545954863 
91 11 43.620484715 
54 15 13.017140226 
71 18 46.727492631 
119 15 20.352771073 
121 16 36.353952053 
128 15 18.126610935 
130 0 52.7575432 
131 8 29.750373509 
134 6 23.452055141 
134 4 44.508611968 
142 18 31.753445014 
143 11 36.507887191 
146 18 22.02199152 
148 1 45.151450534 
148 5 34.35878793 
149 16 19.18835322 
151 8 23.781757263 
152 8 29.741937712 
155 8 32.633767801 
156 0 45.504318399 
156 4 49.710075912 
157 8 34.888864518 
159 15 31.630085865 
160 0 57.43568082 
161 18 23.35894939 
164 11 28.628102769 
165 8 30.355465636 
167 18 24.555982212 
168 18 35.849579426 
169 11 36.930789766 
170 15 23.213215685 
172 1 28.108406591 
172 5 17.315743987 
174 8 23.714012206 
175 0 42.681374787 
176 18 46.573789501 
178 15 22.434112289 
178 2 31.314828799 
178 12 36.678535 
182 0 58.246792721 
182 4 62.452550234 
184 0 42.786783018 
184 6 25.935983704 
184 4 46.992540531 
186 2 36.137698029 
186 10 42.568563855 
186 15 27.256981519 
186 19 44.63043561 
186 12 41.50140423 
188 0 54.172691653 
188 4 58.378449166 
190 1 26.631919957 
190 5 15.839257353 
191 11 26.497054503 
195 8 23.84606285 
196 18 23.871733125 
198 4 47.193009557 
3 0 44.573652177 
7 8 33.382687422 
10 1 49.594979553 
10 5 38.802316949 
12 0 53.176995758 
13 15 21.239567623 
23 16 50.822896633 
27 18 40.520048551 
33 11 47.366829359 
36 15 27.540852104 
38 15 51.639535018 
42 15 17.013650036 
46 0 46.081525106 
52 0 55.407913694 
53 18 45.138611014 
60 8 34.593694299 
61 8 37.562916956 
62 0 59.942622068 
63 18 40.601718807 
67 5 28.883864181 
68 1 40.543659505 
68 5 29.750996901 
69 8 41.172841518 
71 11 50.296045469 
72 15 25.696846348 
78 15 51.398020768 
80 16 44.3634307 
89 18 37.130083839 
91 8 44.927974998 
92 8 34.860397704 
95 15 18.401296686 
105 0 51.635707918 
114 15 23.742840962 
115 0 47.198489589 
121 1 51.317357343 
121 5 40.524694739 
131 0 48.103035749 
148 15 35.042425534 
149 1 34.15175851 
149 5 23.359095906 
151 0 42.134419503 
152 0 48.094599952 
155 0 50.986430041 
157 0 53.241526758 
164 8 29.935593052 
165 0 48.708127876 
172 15 17.999381591 
174 0 42.066674446 
176 11 50.142342339 
178 18 34.114838368 
186 18 38.937707598 
190 15 16.522894957 
191 8 27.804544786 
195 0 42.19872509 
7 0 51.735349662 
10 15 39.485954553 
23 1 65.786301923 
23 5 54.993639319 
33 8 48.674319642 
60 0 52.946356539 
61 0 55.915579196 
68 15 30.434634505 
69 0 59.525503758 
71 8 51.603535752 
80 1 59.32683599 
80 5 48.534173386 
91 0 63.280637238 
92 0 53.213059944 
121 15 41.208332343 
149 15 24.04273351 
164 0 48.288255292 
191 0 46.157207026 
23 15 55.677276923 
33 0 67.026981882 
71 0 69.956197992 
80 15 49.21781099 
